a	에이
Weimar	웨이마
Weiner	와이너
Weingarten	와인갈튼
Weippe	웨이프
Weirton	와이어턴
Weiser	와이저
Welaka	웰라카
Welch	웰치
welcome	웰컴
Welcome	웰컴
Weld	웰드
Weld County	웰드 카운티
Weldon	웰던
Weldon Spring	웰든 스프링
Welfare	웰페어
Welge	웰지
Wellborn	웰본
Wellesley	웰즐리
Wellfleet	웰플릿
Wellington	웰링턴
Wellman	웰먼
Wellpinit	웰피니트
Wells	웰스
Wells County	웰스 카운티
Wellsford	웰스퍼드
Wellston	웰스턴
Wellsville	웰스빌
Wellton	웰턴
Welsh	웰시
welter	웰터
Welton	웰턴
Wenatchee	위냇치
Wendel	웬델
Wendell	웬델
Wendover	웬도버
Wenham	웬햄
Wenona	위노나
Wentworth	웬트워스
Wentzville	웬츠빌
Weott	위오트
Werth	워스
Wesco	웨스코
Wesley	웨슬리
Wessington	웨싱턴
Wesson	웨슨
west	웨스트
West	웨스트
West Allenhurst	웨스트 앨런허스트
West Allis	웨스트 앨리스
West Baden Springs	웨스트 베이든 스프링스
West Baton Rouge Parish	웨스트 배턴 루지 패리시
West Beach	웨스트 비치
West Bend	웨스트 벤드
West Boylston	웨스트 보일스턴
West Bridgewater	웨스트 브리지워터
West Brookfield	웨스트 브룩필드
West Carroll Parish	웨스트 캐럴 패리시
West Carrollton	웨스트 캐롤턴
West Charleston	웨스트 찰스턴
West Chester	웨스트 체스터
West Chicago	웨스트 시카고
West Coast	웨스트코스트
West College Corner	웨스트 칼리지 코너
West Columbia	웨스트 컬럼비아
West Concord	웨스트 콩코드
West Covina	웨스트코비나
West Des Moines	웨스트 디 모인
West End	웨스트 엔드
West Fargo	웨스트 파고
West Feliciana Parish	웨스트 펠리치아나 패리시
West Friendship	웨스트 프렌드십
West Gardiner	웨스트 가드너
West Green	웨스트 그린
West Greenwich	웨스트 그린위치
West Hallock	웨스트 할록
West Hartford	웨스트 하트퍼드
West Haven	웨스트 헤이번
West Helena	웨스트 헬레나
West Hollywood	웨스트 할리우드
West Jefferson	웨스트 제퍼슨
West Jersey	웨스트 저지
West Jordan	웨스트 조던
West Kewaunee	웨스트 키워니
West Lafayette	웨스트 라피엣
West Lake Hills	웨스트 레이크 힐스
West Liberty	웨스트 리버티
West Linn	웨스트 린
West Logan	웨스트 로건
West Melbourne	웨스트 멜번
West Memphis	웨스트멤피스
West Miami	웨스트 마이애미
West Middletown	웨스트 미들타운
West Monroe	웨스트 먼로
West New York	웨스트 뉴 요크
West Newbury	웨스트 뉴베리
West Okoboji	웨스트 오코보지
West Orange	웨스트 오렌지
West Palm Beach	웨스트팜비치
West Park	웨스트 파크
West Peoria	웨스트 피오리아
West Plains	웨스트 플레인스
West Point	웨스트 포인트
West River	웨스트 리버
West Rock	웨스트 록
West Sacramento	웨스트 새크라멘토
West Seneca	웨스트 세네카
West Side	웨스트사이드
West Springfield	웨스트스프링필드
West St. Paul	웨스트 세인트 폴
West Sweden	웨스트 스웨덴
West Terre Haute	웨스트 테러호트
West Tisbury	웨스트 티스베리
West Turin	웨스트 투린
West Union	웨스트 유니언
West University Place	웨스트 유니버시티 플레이스
West Valley City	웨스트밸리시티
West Virginia	웨스트버지니아
West Warm Springs	웨스트 웜 스프링스
West Windsor	웨스트 윈저
West Yellowstone	웨스트 옐로스톤
Westboro	웨스트버러
Westborough	웨스트버러
Westbrook	웨스트브룩
Westcliffe	웨스트클리프
Western	웨스턴
Western Australia	웨스턴오스트레일리아
Western Springs	웨스턴스프링스
Westernport	웨스턴포트
Westervelt	웨스터벨트
Westerville	웨스터빌
Westfield	웨스트필드
Westford	웨스트포드
Westgate	웨스트게이트
Westhampton	웨스트햄프턴
Westhoff	웨스트호프
Westlake	웨스트레이크
Westland	웨스트랜드
Westminster	웨스트민스터
Westmoreland	웨스트모어랜드
Westmoreland County	웨스트모얼랜드 카운티
Westmorland	웨스트모어랜드
Weston	웨스턴
Westover	웨스트오버
Westphalia	웨스트팔리아
Westport	웨스트포트
Westside	웨스트사이드
Westsound	웨스트사운드
Westville	웨스트빌
Westwego	웨스트웨고
Westwood	웨스트우드
Westwood Hills	웨스트우드 힐스
Wethersfield	웨더스필드
Wetumka	위툼카
Wetumpka	웨툼카
Wetzel County	웨츨 카운티
Wever	위버
Wewahitchka	웨와히치카
Wewoka	위워카
Wexford County	웩스퍼드 카운티
Weybridge	웨이브리지
Weyburn	웨이번
Weymouth	웨이머스
Whakatane	화카타네
Whalan	활란
Whangarei	황거레이
Wharncliffe	원클리프
Wharton	와튼
Wharton County	와튼 카운티
what	왓
What are you doing	왓아유두잉
What Cheer	왓 치어
Whatcom County	왓컴 카운티
Whately	웨이틀리
Wheat	휘트
Wheat Ridge	휘트 리지
Wheatfield	휘트필드
Wheatland	위틀랜드
Wheatley	휘틀리
Wheatly	휘틀리
Wheaton	휘턴
wheel mouse	휠마우스
wheelchair	휠체어
Wheeler	휠러
Wheeler County	휠러 카운티
Wheeling	휠링
Wheelock	휘록
Wheelwright	휠라이트
Whelen Springs	웰렌스프링스
Whetstone	웨트스톤
Whippany	윕패니
Whipple	휘플
whisky	위스키
Whispering Pines	위스퍼링 파인즈
whistle	휘슬
Whistler	휘슬러
Whistler Mountain	휘슬러 산
Whitacre	휘태커
Whitakers	휘태커스
Whitby	휘트비
White	화이트
White Bear Lake	화이트 베어 레이크
White Bird	화이트 버드
White box	화이트박스
White Castle	화이트 캐슬
White City	화이트 시티
White Cloud	화이트 클라우드
White Cottage	화이트 코티지
White County	화이트 카운티
White Cross	화이트 크로스
White Crystal Beach	화이트 크리스탈 비치
White Deer	화이트 디어
White Earth	화이트 어스
White Hall	화이트 홀
White Heath	화이트 히스
White Lake	화이트 레이크
White Mountain	화이트 마운틴
White Oak	화이트 오크
White Owl	화이트 올
white page	화이트 페이지
White Pine	화이트 파인
White Pine County	화이트 파인 카운티
White Plains	화이트 플레인스
White River	화이트 리버
White Rock	화이트 록
white space	화이트스페이스
White Springs	화이트 스프링스
White Stone	화이트 스톤
White Sulphur Springs	화이트 설퍼 스프링스
white-collar	화이트칼라
Whiteface	화이트페이스
Whitefield	화이트필드
Whitefish	화이트피쉬
Whitefish Bay	화이트피시 베이
Whitehall	화이트홀
Whitehaven	화이트헤이븐
Whitehorse	화이트호스
Whitehouse	화이트하우스
Whitehouse Fork	화이트하우스 포크
Whiteland	화이트랜드
Whiteon	화이트온
Whiteside	화이트사이드
Whiteside County	화이트사이드 카운티
Whiteson	화이트선
Whitestone	화이트스톤
Whitestown	화이츠타운
Whitethorn	화이트손
Whiteville	화이트빌
Whitewater	화이트워터
Whitewood	화이트우드
Whitewright	화이트라이트
Whitfield	화이트필드
Whitfield County	휘트필드 카운티
Whiting	화이팅
Whitley County	휘틀리 카운티
Whitman	휘트먼
Whitman County	휘트먼 카운티
Whitmore	휘트모어
Whitney	휘트니
Whitsett	휘트세트
Whitt	휘트
Whittemore	휘트모어
Whitten	휘튼
Whittier	휘티어
who	후
why	와이
Why	와이
Whyalla	화이앨라
Whynot	와이낫
Wi-Fi	와이파이
Wibaux	위보
Wibaux County	위보 카운티
Wichita	위치토
Wichita County	위치토 카운티
Wichita Falls	위치타폴스
Wick	윅
Wickatunk	위카텅크
Wickenburg	위켄버그
Wickes	위키스
Wickliffe	위클리프
Wicomico County	위코미코 카운티
wide	와이드
wide angle	와이드 앵글
Widen	와이든
Widener	와이드너
Wien	빈
Wiggins	위긴스
Wikieup	위키업
Wikileaks	위키리크스
wikipedia	위키피디아
WikiWiki	위키위키
Wilbarger County	윌바거 카운티
Wilber	윌버
Wilbraham	윌브러험
Wilbur	윌버
Wilbur By-The-Sea	윌버 바이더씨
Wilcox	윌콕스
Wilcox County	윌콕스 카운티
wild	와일드
wild card	와일드카드
Wild Horse	와일드 호스
Wilder	와일더
Wildomar	윌도마
Wildrose	와일드로즈
Wildwood	와일드우드
Wiley	윌리
Wilkes County	윌크스 카운티
Wilkes-Barre	윌크스배러
Wilkesboro	윌크스버러
Wilkin County	윌킨 카운티
Wilkinson County	윌킨슨 카운티
will	윌
Will County	윌 카운티
Willacy County	윌러시 카운티
Willard	윌러드
Willcox	윌콕스
Willet	윌레트
Willey	윌리
William	윌리엄
Williams	윌리엄스
Williams County	윌리엄스 카운티
Williams Creek	윌리암스 크리크
Williamsburg	윌리엄즈버그
Williamsburg County	윌리엄즈버그 카운티
Williamsfield	윌리엄스필드
Williamson	윌리엄슨
Williamson County	윌리엄슨 카운티
Williamsport	윌리엄즈포트
Williamston	윌리엄스턴
Williamstown	윌리엄스타운
Williamsville	윌리엄스빌
Williford	윌리포드
Willimantic	윌리맨틱
Willing	윌링
Willington	윌링턴
Willis	윌리스
Willisburg	윌리스버그
Williston	윌리스턴
Willits	윌리츠
Willmar	윌마
Willoughby	윌러비
Willoughby Hills	윌러비 힐스
Willow	윌로
Willow City	윌로 시티
Willow Spring	윌로우 스프링
Willow Springs	윌로우 스프링스
Willow Wood	윌로우 우드
Willowbrook	윌로우브룩
Willowdale	윌로데일
Willows	윌로우스
Willsboro	윌스버러
Wilma	윌마
Wilmar	윌마
Wilmington	윌밍턴
Wilmington Beach	윌밍턴 비치
Wilmore	윌모어
Wilsey	윌시
Wilsie	윌시
Wilson	윌슨
Wilson County	윌슨 카운티
Wilsons	윌슨즈
Wilsonville	윌슨빌
Wilton	윌튼
Wilton Manors	윌턴 매너스
Wimberley	윔벌리
Wimbledon	윔블던
win	윈
Winamp	윈앰프
Winborn	윈본
Winchendon	윈첸던
Winchester	윈체스터
wind	윈드
Windblow	윈드블로
Winder	윈더
Windermere	윈더미어
Windfall	윈드폴
windfinder	윈드파인더
Windham	윈덤
Windham County	윈덤 카운티
Windhoek	빈트후크
Windom	윈덤
window	윈도
window shopping	윈도쇼핑
windows	윈도즈
Windows Mobile	윈도우 모바일
Windows Vista	윈도우 비스타
Windsor	윈저
Windsor County	윈저 카운티
Windsor Locks	윈저 록스
Windy Hill	윈디 힐
Windy Hills	윈디 힐스
wine	와인
wine glass	와인 글라스
Wine Hill	와인 힐
Winebrenners Crossroad	와인브레너스 크로스로드
Winesburg	와인스버그
Winfall	윈폴
Winfield	윈필드
Winfred	윈프레드
Wingate	윈게이트
Winger	윙거
Wingo	윙고
Winifred	위니프레드
wink	윙크
Wink	윙크
Winkle	윙클
Winkler County	윙클러 카운티
Winlock	윈록
Winn	윈
Winn Parish	윈 패리시
Winnebago	위너바고
Winnebago County	위너베이고 카운티
Winnemucca	위네뮤카
Winner	위너
Winneshiek	위너시크
Winneshiek County	위너시크 카운티
Winnipeg	위니펙
Winona	위노나
Winona County	위노나 카운티
Winona Lake	위노나 레이크
Winooski	위누스키
Winslow	윈슬로
Winsted	윈스테드
Winston	윈스턴
Winston County	윈스턴 카운티
Winston-Salem	윈스턴세일럼
Wintel	윈텔
Winter	윈터
Winter Garden	윈터가든
Winter Haven	윈터헤이븐
Winter Park	윈터파크
Winter Springs	윈터스프링스
Winters	윈터스
Winterset	윈터셋
Winterville	윈터빌
Winthrop	윈스럽
Winton	윈턴
WinZip	윈집
Wiota	위오타
wipe	와이프
WIPI	위피
wire	와이어
wire rope	와이어 로프
Wirock	위록
Wirt	워트
Wirt County	워트 카운티
Wiscasset	위스커싯
Wiscoal	위스콜
Wisconsin	위스콘신
Wisconsin Dells	위스콘신 델스
Wisconsin Rapids	위스콘신 래피즈
wise	와이즈
Wise	와이즈
Wise County	와이즈 카운티
Wise River	와이즈 리버
Wiseman	와이즈먼
Wister	위스터
Wiswell	위즈웰
witch	위치
with	위드
Withee	위시
within	위드인
without	위드아웃
Withrow	위드로
Witmer Manor	위트머 마노
Witt	위트
Wittenberg	위튼버그
Witter	위터
Wittman	위트먼
Wittmann	위트먼
Wixom	윅솜
Woburn	우번
Woden	오든
woe	워
Wofford	워포드
Wolcott	월코트
Wolcottville	월콧빌
wolf	울프
Wolf	울프
Wolf Creek	울프 크리크
Wolf Island	울프 아일랜드
Wolf Lake	울프 레이크
Wolf Point	울프 포인트
Wolf Run	울프 런
Wolfcreek	울프크리크
Wolfe County	울프 카운티
Wolfeboro	울프버러
Wolford	월포드
Wollongong	울런공
Wolsey	울시
Wolverton	울버턴
Womac	워맥
woman power	우먼파워
Womelsdorf	워멀스도프
wonder	원더
Wonder	원더
Wonder Valley	원더 밸리
wonderful	원더풀
Wonnie	워니
Wood	우드
Wood County	우드 카운티
Wood Dale	우드 데일
Wood Lake	우드 레이크
wood pulp	우드펄프
Wood River	우드 리버
Wood Village	우드 빌리지
Woodbine	우드바인
Woodbridge	우드브리지
Woodburn	우드번
Woodbury	우드베리
Woodbury County	우드베리 카운티
Woodcreek	우드크리크
Woodfin	우드핀
Woodford County	우드포드 카운티
Woodfords	우드포즈
Woodhaven	우드헤이븐
Woodhull	우드헐
Woodinville	우딘빌
Woodlake	우드레이크
Woodland	우드랜드
Woodland Hills	우드랜드 힐스
Woodland Park	우드랜드 파크
Woodlawn	우드론
Woodleaf	우드리프
Woodman	우드먼
Woodmont	우드몬트
Woodpeck	우드펙
Woodrow	우드로
Woodruff	우드러프
Woodruff County	우드러프 카운티
Woods	우즈
Woods County	우즈 카운티
Woodsfield	우즈필드
Woodside	우드사이드
Woodson County	우드슨 카운티
Woodstock	우드스턱
Woodville	우드빌
Woodward	우드워드
Woodward County	우드워드 카운티
Woodway	우드웨이
Woodworth	우드워스
Woodyard	우드야드
wool	울
Woolsey	울지
Woolwich	울위치
Woonsocket	운소컷
Wooster	우스터
Worcester	우스터
Worcester County	우스터 카운티
word	워드
word processor	워드 프로세서
WordArt	워드아트
WordPress	워드프레스
work	워크
work wear	워크 웨어
workimg couple	워킹 커플
working	워킹
workshop	워크샵
workstation	워크스테이션
Worland	월랜드
world	월드
World Cup Soccer	월드컵
world game	월드게임
world wide web	월드와이드웹
Worley	월리
worm virus	웜바이러스
worst	워스트
Worth	워스
Worth County	워스 카운티
Worthing	워싱
Worthington	워싱턴
Worton	워턴
Wrangell-Petersburg Census Area	랭겔-피터즈버그 인구조사구역
wrap	랩
Wray	레이
Wren	렌
wrench	렌치
Wrens	렌스
Wrentham	렌섬
wrestling	레슬링
Wright	라이트
Wright City	라이트 시티
Wright County	라이트 카운티
Wrightsville	라이츠빌
Wrightsville Beach	라이츠빌 비치
Wrigley	뤼글리
Wriston	리스턴
Wroclaw	로클로프
www	웹
Wyaconda	와이아콘다
Wyalusing	와이올러싱
Wyandot County	와이언도트 카운티
Wyandotte	와이언도트
Wyandotte County	와이언도트 카운티
Wyanett	와이어네트
Wyatt	와이어트
Wyco	와이코
Wye Mills	와이 밀스
Wykoff	와이코프
Wylie	와일리
Wymore	와이모어
Wyndham	윈덤
Wyndmere	윈드미어
Wynne	윈
Wynnewood	윈우드
Wynoose	와이누스
Wyo	와이오
Wyoming	와이오밍
Wyoming County	와이오밍 카운티
WYSIWYG	위지윅
Wythe County	위스 카운티
Wytheville	위스빌
x	엑스
X-Box	엑스박스
X-ray	엑스레이
xanthine	잔틴
Xbox	엑스박스
Xenia	제니아
xerox	제록스
XPay	엑스페이
xylophone	실로폰
y	와이
Yacht	요트
Yadkin County	야드킨 카운티
yahoo	야후
YAHOO	야후
Yakima	얘키모
Yakima County	얘키모 카운티
Yale	예일
Yalobusha County	얠로부샤 카운티
Yamacraw	야마크로
Yamagata	야마가타
Yamhill County	얌힐 카운티
Yampertown	앱퍼타운
Yancey	얀시
Yangon	양곤
yank	얭크
Yankee Hill	양키 힐
Yankee style	양키 스타일
Yankeetown	양키타운
Yankton	양크턴
Yankton County	양크턴 카운티
Yaounde	야운데
yard	야드
Yarmouth	야머스
Yates	예이츠
Yavapai County	야바파이 카운티
Yawkey	요키
yawn	욘
Yazoo City	야주시티
Yazoo County	야주 카운티
Yazoo River	야
Yeager	예거
year	이어
yearn	연
yeast	이스트
Yell County	옐 카운티
yellow	옐로
yellow card	옐로카드
Yellow Creek	옐로우 크리크
Yellow Jacket	옐로우 재킷
Yellow Lake	옐로 레이크
Yellow Medicine County	옐로 메디신 카운티
Yellow Page	옐로페이지
Yellow Pine	옐로우 파인
Yellow Spring	옐로우 스프링
Yellowknife	옐로나이프
Yellowpine	옐로우파인
Yellowstone	옐로우스톤
Yellowstone County	옐로스톤 카운티
Yellville	옐빌
Yelm	옐름
Yelvington	옐빙턴
Yemen	예맨
Yeoman	요먼
Yerba	예르바
yerecho	여리고
Yermo	여모
yes	예스
Yeso	예소
yesterday	예스터데이
Yetter	예터
Yoakum County	요아컴 카운티
Yoder	요더
yoga	요가
yoghurt	요구르트
Yogjakarta	요그야카르타
yogurt	요구르트
Yokena	요키나
yolo	욜로
Yolo	욜로
Yolo County	욜로 카운티
Yomba	욤바
Yonago	요나고
Yonkers	용커스
Yonna	요나
Yorba Linda	요바린다
York	요크
York Center	요크 센터
York County	요크 카운티
Yorkshire	요크샤이어
Yorkton	요크턴
Yorktown	요크타운
Yorkville	요크빌
Yosemite	요세미티
Yost	요스트
you	유
young	영
Young America	영 아메리카
Young County	영 카운티
Young Harris	영 해리스
Youngstown	영스타운
Youngsville	영스빌
Youngtown	영타운
Yountville	욘빌
your	유어
youth	유스
Youth	유스
youtube	유튜브
YouTube	유튜브
Ypao Beach	이파오 비치
Ypao Beach Park	이파오 비치 공원
Ypsilanti	입실란티
Yreka	이레카
ytterbium	이테르븀
yttrium	이트륨
Yuba City	유바 시티
Yuba County	유바 카운티
