gahnite	가나이트	kanaitʰɯ
Tumut	투멋	tʰumʌt
Tuscaloosa	터스컬루사	tʰʌsɯkʰʌllusa
Tuscumbia	터스컴비아	tʰʌsɯkʰʌmbia
Tweed	트위드	tʰɯwidɯ
Tyne	타인	tʰain
Valdez	밸디즈	pɛldid͡ɕɯ
Vermillion	버밀리언	pʌmilliʌn
Vincennes	빈센스	pins͈ens͈ɯ
Vinson	빈슨	pins͈ɯn
Virden	버든	pʌdɯn
Vityaz	비티아즈	pitʰiad͡ɕɯ
Wabana	워배나	wʌbɛna
Waco	웨이코	weikʰo
Waialeale	와이알레알레	waiallealle
Waialua	와이알루아	waiallua
Wailuku	와일루쿠	waillukʰu
Waimea	와이메아	waimea
Wake	웨이크	weikʰɯ
Wall	월	wʌl
Warwickshire	워릭셔	wʌliks͈jʌ
Wasatch	워새치	wʌsɛt͡ɕʰi
Wash	워시	wʌsi
Watertown	워터타운	wʌtʰʌtʰaun
Wausau	워소	wʌso
Waycross	웨이크로스	weikʰɯlosɯ
Welland	웰랜드	wellɛndɯ
Wetaskiwin	위태스키윈	witʰɛsɯkʰiwin
Wexford	웩스퍼드	weks͈ɯpʰʌdɯ
Weyburn	웨이번	weibʌn
Weymouth	웨이머스	weimʌsɯ
Wheeling	휠링	hwilliŋ
Whitby	휫비	hwitp͈i
Whyalla	화이앨라	hwaiɛlla
Wick	윅	wik
Wight	와이트	waitʰɯ
Williston	윌리스턴	willisɯtʰʌn
Willsboro	윌즈버러	wild͡ɕɯbʌlʌ
Wiltshire	윌트셔	wiltʰɯsjʌ
Wimmera	위머라	wimʌla
Wind	윈드	windɯ
Winisk	위니스크	winisɯkʰɯ
Winnipegosis	위니페고시스	winipʰegosisɯ
Winona	위노나	winona
Winslow	윈즐로	wind͡ɕɯllo
Winton	윈턴	wintʰʌn
Wollongong	울런공	ullʌngoŋ
Worthington	워딩턴	wʌdiŋtʰʌn
Wrangell	랭겔	lɛŋgel
Wyndham	윈덤	windʌm
Yankton	양크턴	jaŋkʰɯtʰʌn
Yellowknife	옐로나이프	jellonaipʰɯ
Yellowstone	옐로스톤	jellosɯtʰon
Yeovil	요빌	jobil
York	요크	jokʰɯ
Yorkton	요크턴	jokʰɯtʰʌn
Yosemite	요세미티	josemitʰi
Youngstown	영스타운	jʌŋs͈ɯtʰaun
Yukon	유콘	jukʰon
Yuma	유마	juma
Zetland	제틀랜드	t͡ɕetʰɯllɛndɯ
Flatt	플랫	pʰɯllɛt
Rachael	레이철	leit͡ɕʰʌl
Teixeira	테세이라	tʰeseila
Leahy	레이히	leihi
Landrieu	랜드루	lɛndɯlu
Mitch	미치	mit͡ɕʰi
Mraz	므라즈	mɯlad͡ɕɯ
Groves	그로브스	kɯlobɯsɯ
Shani	샤니	sjani
Hedrick	헤드릭	hedɯlik
Meryl	메릴	melil
Lysacek	라이서첵	laisʌt͡ɕʰek
Stroman	스트로먼	sɯtʰɯlomʌn
Vujicic	부이치치	puit͡ɕʰit͡ɕʰi
Orser	오서	osʌ
Hobbs	홉스	hops͈ɯ
Yellen	옐런	jellʌn
O'Reilly	오라일리	olailli
Gavin	개빈	kɛbin
Wasikowska	바시코프스카	pasikʰopʰɯsɯkʰa
Rines	라인스	lains͈ɯ
Wilbur	윌버	wilbʌ
Geraldine	제럴딘	t͡ɕelʌldin
Power	파워	pʰawʌ
Minton	민턴	mintʰʌn
Graves	그레이브스	kɯleibɯsɯ
Mo'Nique	모니크	monikʰɯ
Kathryn	캐스린	kʰɛsɯlin
Celski	셀스키	sels͈ɯkʰi
Ayala	아얄라	ajalla
Eisenman	아이젠먼	aid͡ɕenmʌn
Orrell	오럴	olʌl
Kent	켄트	kʰentʰɯ
Muhtar	무타	mutʰa
Annise	어니스	ʌnisɯ
Haig	헤이그	heigɯ
Clegg	클레그	kʰɯllegɯ
antimony	안티모니	antʰimoni
Bartholomew	바돌로매	padollomɛ
chromium	크로뮴	kʰɯlomjum
fluorine	플루오린	pʰɯlluolin
gonadotrophin	고나도트로핀	konadotʰɯlopʰin
iodine	아이오딘	aiodin
lanthanum	란타넘	lantʰanʌm
lipase	리페이스	lipʰeisɯ
manganese	망가니즈	maŋganid͡ɕɯ
mogol	몰	mol
molybdenum	몰리브데넘	mollibɯdenʌm
taitanium	타이타늄	tʰaitʰanjum
eugenol	오이제놀	oid͡ɕenol
raffinose	라피노즈	lapʰinod͡ɕɯ
ribulose	리불로스	libullosɯ
mannose	마노스	manosɯ
Ricin	리친	lit͡ɕʰin
borneol	보네올	poneol
Bertos	버토스	pʌtʰosɯ
Blagojevich	블라고예비치	pɯllagojebit͡ɕʰi
Burrows	버로스	pʌlosɯ
Cable	케이블	kʰeibɯl
Clapper	클래퍼	kʰɯllɛpʰʌ
Cheryl	셰릴	sjelil
Dixon	딕슨	tiks͈ɯn
Rory	로리	loli
Federici	페더리치	pʰedʌlit͡ɕʰi
Height	하이트	haitʰɯ
Dorothy	도러시	tolʌsi
Hess	헤스	hesɯ
Kagan	케이건	kʰeigʌn
Elena	엘리나	ellina
Kewell	큐얼	kʰjuʌl
Lochhead	로키드	lokʰidɯ
Poneman	포너먼	pʰonʌmʌn
Slaughter	슬로터	sɯllotʰʌ
Bohlen	볼런	pollʌn
Brandeis	브랜다이스	pɯlɛndaisɯ
Drewry	드루리	tɯluli
Eagleton	이글턴	igɯltʰʌn
Farnsworth	판즈워스	pʰand͡ɕɯwʌsɯ
Reggie	레지	led͡ɕi
Galanter	걸랜터	kʌllɛntʰʌ
Goodnow	굿나우	kunnau
Hogan	호건	hogʌn
Kristof	크리스토프	kʰɯlisɯtʰopʰɯ
Patricia	퍼트리샤	pʰʌtʰɯlisja
Rochette	로셰트	losjetʰɯ
Joannie	조아니	t͡ɕoani
Segal	시걸	sigʌl
Woolfall	울폴	ulpʰol
Derwent	더원트	tʌwʌntʰɯ
Sandel	샌델	sɛndel
Diane	다이앤	taiɛn
Assange	어산지	ʌsand͡ɕi
Julian	줄리언	t͡ɕulliʌn
Diamond	다이아몬드	taiamondɯ
Gerovich	제러비치	t͡ɕelʌbit͡ɕʰi
Kershner	커슈너	kʰʌsjunʌ
Irvin	어빈	ʌbin
Lipman	리프먼	lipʰɯmʌn
Mandelbrot	망델브로	maŋdelbɯlo
Oppegard	오퍼가드	opʰʌgadɯ
Pissarides	피사리데스	pʰisalidesɯ
Ritzer	리처	lit͡ɕʰʌ
Sefo	세포	sepʰo
Siliga	실리가	silliga
Solarz	솔러즈	sollʌd͡ɕɯ
Sorensen	소런슨	solʌns͈ɯn
Szymanski	시맨스키	simɛns͈ɯkʰi
Uden	유든	judɯn
Ezra	에즈라	ed͡ɕɯla
Button	버튼	pʌtʰɯn
Jenson	젠슨	t͡ɕens͈ɯn
Chitwood	칫우드	t͡ɕʰisudɯ
Christina	크리스티나	kʰɯlisɯtʰina
Cullum	컬럼	kʰʌllʌm
Bean	빈	pin
Bezos	베저스	ped͡ɕʌsɯ
Bommentre	보멘트리	pomentʰɯli
Brent	브렌트	pɯlentʰɯ
Deming	데밍	temiŋ
Denney	데니	teni
Caydee	케이디	kʰeidi
Donilon	도닐런	tonillʌn
Earle	얼	ʌl
Sylvia	실비아	silbia
Feinberg	파인버그	pʰainbʌgɯ
Gerstner	거스트너	kʌsɯtʰɯnʌ
Grubel	그루벨	kɯlubel
Hawkins	호킨스	hokʰins͈ɯ
Heck	헥	hek
Icahn	아이컨	aikʰʌn
Ingersoll	잉거솔	iŋgʌsol
Jacobs	제이컵스	t͡ɕeikʰʌps͈ɯ
Judt	젓	t͡ɕʌt
Keane	킨	kʰin
Kelleher	켈러허	kʰellʌhʌ
Herb	허브	hʌbɯ
Sinead	시네이드	sineidɯ
Kinzer	킨저	kʰind͡ɕʌ
Phil	필	pʰil
Kohn	콘	kʰon
Herman	허먼	hʌmʌn
Letitia	러티샤	lʌtʰisja
Lynch	린치	lint͡ɕʰi
Macklem	매클럼	mɛkʰɯllʌm
Tiff	티프	tʰipʰɯ
Mallory	맬러리	mɛllʌli
Eliza	일라이자	illaid͡ɕa
Mendelsohn	멘델슨	mendels͈ɯn
Miranda	미란다	milanda
Morrell	모렐	molel
Geoff	제프	t͡ɕepʰɯ
Mortensen	모텐슨	motʰens͈ɯn
Mortenson	모텐슨	motʰens͈ɯn
Muniz	무니스	munisɯ
Navarro	나바로	nabalo
Pressel	프레슬	pʰɯlesɯl
Reinhart	라인하트	lainhatʰɯ
Remington	레밍턴	lemiŋtʰʌn
Rosenblatt	로젠블랫	lod͡ɕenbɯllɛt
Rubenstein	루벤스타인	lubens͈ɯtʰain
Ryback	라이백	laibɛk
Saunders	손더스	sondʌsɯ
Schwarzman	슈워츠먼	sjuwʌt͡ɕʰɯmʌn
Sorkin	소킨	sokʰin
Tucker	터커	tʰʌkʰʌ
Webber	웨버	webʌ
Zuckerberg	저커버그	t͡ɕʌkʰʌbʌgɯ
Azad	아자드	ad͡ɕadɯ
Afshan	아프샨	apʰɯsjan
Brumby	브럼비	pɯlʌmbi
Cynthia	신시아	sins͈ia
Garcia	가르시아	kalɯsia
Gellman	겔먼	kelmʌn
Barton	바턴	patʰʌn
Gail	게일	keil
Kindler	킨들러	kʰindɯllʌ
Krawcheck	크로첵	kʰɯlot͡ɕʰek
Sallie	샐리	sɛlli
Kullman	쿨먼	kʰulmʌn
Ellen	엘런	ellʌn
Lemire	르미르	lɯmilɯ
Lenihan	레니헌	lenihʌn
Shaham	샤함	sjaham
Gil	길	kil
Batt	뱃	pɛt
Oswald	오즈월드	od͡ɕɯwʌldɯ
Pickett	피킷	pʰikʰit
Wightman	와이트먼	waitʰɯmʌn
Pynchon	핀천	pʰint͡ɕʰʌn
Giffords	기퍼즈	kipʰʌd͡ɕɯ
Dinnerstein	디너스틴	tinʌsɯtʰin
Susannah	수재나	sud͡ɕɛna
Meagan	미건	migʌn
Radford	래드퍼드	lɛdɯpʰʌdɯ
Shibutani	시부타니	sibutʰani
Maia	마이아	maia
Nagasu	나가스	nagasɯ
Braly	브레일리	pɯleilli
Shearing	시어링	siʌliŋ
Bale	베일	peil
Enda	엔다	enda
Firth	퍼스	pʰʌsɯ
Thurman	서먼	sʌmʌn
Bangle	뱅글	pɛŋgɯl
Daniels	대니얼스	tɛniʌls͈ɯ
Rust	러스트	lʌsɯtʰɯ
Deller	델러	tellʌ
Jaczko	야스코	jasɯkʰo
Bostridge	보스트리지	posɯtʰɯlid͡ɕi
Clifton	클리프턴	kʰɯllipʰɯtʰʌn
Ferraro	페라로	pʰelalo
Deaver	디버	tibʌ
Lippert	리퍼트	lipʰʌtʰɯ
Cassai	카사이	kʰasai
Tommaso	톰마소	tʰommaso
Dodgson	도지슨	tod͡ɕisɯn
Jemison	제미선	t͡ɕemisʌn
Brunelleschi	브루넬레스키	pɯlunellesɯkʰi
Arrow	애로	ɛlo
Bergeron	베르예론	pelɯjelon
Ingmar	잉마르	iŋmalɯ
Lazare	라자르	lad͡ɕalɯ
Crowe	크로	kʰɯlo
Duvalier	뒤발리에	twiballie
Dylan	딜런	tillʌn
Ekman	에크만	ekʰɯman
Forman	포르만	pʰolɯman
Frisch	프리슈	pʰɯlisju
Gheorghiu	게오르규	keolɯgju
Constantin	콘스탄틴	kʰons͈ɯtʰantʰin
Goldenthal	골든샐	koldɯns͈ɛl
Elliot	엘리엇	elliʌt
Horace	호러스	holʌsɯ
Hoffmann	호프만	hopʰɯman
Ivanov	이바노프	ibanopʰɯ
Kierkegaard	키르케고르	kʰilɯkʰegolɯ
Wolfgang	볼프강	polpʰɯgaŋ
Percival	퍼시벌	pʰʌsibʌl
Mendes	멘디스	mendisɯ
Reinhold	라인홀드	lainholdɯ
Arnulf	아르눌프	alɯnulpʰɯ
Pauker	파우케르	pʰaukʰelɯ
Siemens	지멘스	t͡ɕimens͈ɯ
Soderbergh	소더버그	sodʌbʌgɯ
Spacey	스페이시	sɯpʰeisi
Trudeau	트뤼도	tʰɯlwido
Vigo	비고	pigo
Wajda	바이다	paida
Andrzej	안제이	and͡ɕei
Welles	웰스	wels͈ɯ
Orson	오슨	osɯn
Edmund	에드먼드	edɯmʌndɯ
Lankester	랭케스터	lɛŋkʰesɯtʰʌ
Morisot	모리조	molid͡ɕo
Berthe	베르트	pelɯtʰɯ
Fitzgerald	피츠제럴드	pʰit͡ɕʰɯd͡ɕelʌldɯ
Lincicome	린시컴	lins͈ikʰʌm
Inigo	이니고	inigo
Coke	쿡	kʰuk
Ansel	앤설	ɛns͈ʌl
Tharaud	타로	tʰalo
Galliano	갈리아노	kalliano
Nesirky	니서키	nisʌkʰi
Lumet	루멧	lumet
Moffo	모포	mopʰo
Osbourne	오즈번	od͡ɕɯbʌn
Ozzy	오지	od͡ɕi
Fry	프라이	pʰɯlai
Hochberg	혹버그	hokp͈ʌgɯ
Diller	딜러	tillʌ
McIlroy	매킬로이	mɛkʰilloi
Shawneetown	쇼니타운	sjonitʰaun
Carrollton	캐럴턴	kʰɛlʌltʰʌn
Greenfield	그린필드	kɯlinpʰildɯ
Roodhouse	루드하우스	ludɯhausɯ
Abingdon	애빙던	ɛbiŋdʌn
Altona	앨토나	ɛltʰona
Rio	리오	lio
Williamsfield	윌리엄스필드	williʌms͈ɯpʰildɯ
Wataga	와타가	watʰaga
Hindsboro	하인즈버러	haind͡ɕɯbʌlʌ
Tuscola	터스콜라	tʰʌsɯkʰolla
Cortland	코틀랜드	kʰotʰɯllɛndɯ
Genoa	제노아	t͡ɕenoa
Hinckley	힝클리	hiŋkʰɯlli
Malta	몰타	moltʰa
Sandwich	샌드위치	sɛndɯwit͡ɕʰi
Sycamore	시커모어	sikʰʌmoʌ
Waterman	워터먼	wʌtʰʌmʌn
DeKalb	디캘브	tikʰɛlbɯ
Coulterville	콜터빌	kʰoltʰʌbil
Rockwood	록우드	logudɯ
Ruma	루마	luma
Steeleville	스틸빌	sɯtʰilbil
Sparta	스파타	sɯpʰatʰa
Highwood	하이우드	haiudɯ
Zion	자이언	t͡ɕaiʌn
Broadwell	브로드웰	pɯlodɯwel
Burtonview	버턴뷰	pʌtʰʌnbju
Chestervale	체스터베일	t͡ɕʰesɯtʰʌbeil
Chestnut	체스트넛	t͡ɕʰesɯtʰɯnʌt
Cornland	콘랜드	kʰollɛndɯ
Lawndale	론데일	londeil
Edgington	에징턴	ed͡ɕiŋtʰʌn
Milan	마일런	maillʌn
Silvis	실비스	silbisɯ
Odell	오델	odel
Campus	캠퍼스	kʰɛmpʰʌsɯ
Cornell	코넬	kʰonel
Emington	에밍턴	emiŋtʰʌn
Strawn	스트론	sɯtʰɯlon
Chatsworth	채츠워스	t͡ɕʰɛt͡ɕʰɯwʌsɯ
Claremont	클레어몬트	kʰɯlleʌmontʰɯ
Amboy	앰보이	ɛmboi
Steward	스튜어드	sɯtʰjuʌdɯ
Sublette	서블렛	sʌbɯllet
Hopewell	호프웰	hopʰɯwel
Sparland	스팔랜드	sɯpʰallɛndɯ
Toluca	톨루카	tʰollukʰa
Varna	바나	pana
Washburn	워시번	wʌsibʌn
Edwardsville	에드워즈빌	edɯwʌd͡ɕɯbil
Troy	트로이	tʰɯloi
Venice	베니스	penisɯ
Alma	앨마	ɛlma
Kell	켈	kʰel
Kinmundy	킨먼디	kʰinmʌndi
Industry	인더스트리	indʌsɯtʰɯli
Bardolph	바돌프	padolpʰɯ
Sciota	사이오타	saiotʰa
Bushnell	부슈널	pusjunʌl
Lakewood	레이크우드	leikʰɯudɯ
McHenry	맥헨리	mɛkʰelli
Ringwood	링우드	liŋudɯ
Hebron	히브런	hibɯlʌn
Preemption	프리엠프션	pʰɯliempʰɯsjʌn
Sherrard	셰라드	sjeladɯ
Mannon	매논	mɛnon
Viola	비올라	piolla
Gilchrist	길크리스트	kilkʰɯlisɯtʰɯ
Joy	조이	t͡ɕoi
Seaton	시턴	sitʰʌn
Keithsburg	키스버그	kʰisɯbʌgɯ
Norwood	노우드	noudɯ
Waterloo	워털루	wʌtʰʌllu
Kilbourne	킬본	kʰilbon
Oreana	오리아나	oliana
Maroa	머로아	mʌloa
Emery	에머리	emʌli
Harristown	해리스타운	hɛlisɯtʰaun
Newburg	뉴버그	njubʌgɯ
Forsyth	포사이스	pʰosaisɯ
Niantic	나이앤틱	naiɛntʰik
Lynnville	린빌	linbil
Orleans	올리언스	olliʌns͈ɯ
Prentice	프렌티스	pʰɯlentʰisɯ
Waverly	웨이벌리	weibʌlli
Woodson	우드슨	udɯsɯn
Gays	게이스	keisɯ
Allenville	앨런빌	ɛllʌnbil
Lovington	러빙턴	lʌbiŋtʰʌn
Bethany	베서니	pesʌni
Ohlman	올먼	olmʌn
Harvel	하벌	habʌl
Witt	윗	wit
Coalton	콜턴	kʰoltʰʌn
Farmersville	파머즈빌	pʰamʌd͡ɕɯbil
Litchfield	리치필드	lit͡ɕʰipʰildɯ
Walshville	월시빌	wʌls͈ibil
Hoopeston	후프스턴	hupʰɯsɯtʰʌn
Donnellson	도널슨	tonʌls͈ɯn
Keyesport	키즈포트	kʰid͡ɕɯpʰotʰɯ
Panama	패너마	pʰɛnʌma
Pierron	파이런	pʰailʌn
Pocahontas	포카혼타스	pʰokʰahontʰasɯ
Sorento	소렌토	solentʰo
Belvidere	벨비디어	pelbidiʌ
Buda	부다	puda
Cherry	체리	t͡ɕʰeli
Dalzell	달젤	tald͡ɕel
Hollowayville	홀러웨이빌	hollʌweibil
Manlius	맨리어스	mɛlliʌsɯ
Mineral	미네랄	minelal
Neponset	네폰셋	nepʰons͈et
Tiskilwa	티스킬와	tʰisɯkʰilwa
Walnut	월넛	wʌllʌt
Marissa	머리사	mʌlisa
Freeburg	프리버그	pʰɯlibʌgɯ
Baucus	보커스	pokʰʌsɯ
Barnosky	버노스키	pʌnosɯkʰi
Poehler	폴러	pʰollʌ
Watseka	왓세카	wats͈ekʰa
Wheeler	휠러	hwillʌ
Yale	예일	jeil
Carbondale	카본데일	kʰabondeil
Elkville	엘크빌	elkʰɯbil
Jerseyville	저지빌	t͡ɕʌd͡ɕibil
Nason	네이슨	neisɯn
Centralia	센트레일리아	sentʰɯleillia
Belknap	벨냅	pellɛp
Cypress	사이프러스	saipʰɯlʌsɯ
Goreville	고어빌	koʌbil
Vienna	비엔나	pienna
Buncombe	벙컴	pʌŋkʰʌm
Lanark	래나크	lɛnakʰɯ
Savanna	서배너	sʌbɛnʌ
Elburn	엘번	elbʌn
Gilberts	길버츠	kilbʌt͡ɕʰɯ
Huntley	헌틀리	hʌntʰɯlli
Lisbon	리즈번	lid͡ɕɯbʌn
Millbrook	밀브룩	milbɯluk
Millington	밀링턴	milliŋtʰʌn
Minooka	미누카	minukʰa
Plattville	플랫빌	pʰɯllɛtp͈il
Yorkville	요크빌	jokʰɯbil
Berwyn	버윈	pʌwin
Bridgeview	브리지뷰	pɯlid͡ɕibju
Countryside	컨트리사이드	kʰʌntʰɯlisaidɯ
Hometown	홈타운	homtʰaun
Assumption	어섬프션	ʌsʌmpʰɯsjʌn
Pana	파나	pʰana
Taylorville	테일러빌	tʰeillʌbil
Martinsville	마틴즈빌	matʰind͡ɕɯbil
Westfield	웨스트필드	wesɯtʰɯpʰildɯ
Breese	브리즈	pɯlid͡ɕɯ
Seehorn	시혼	sihon
Baylis	베일리스	peillisɯ
Fishhook	피시훅	pʰisihuk
Kinderhook	킨더훅	kʰindʌhuk
Pearl	펄	pʰʌl
Time	타임	tʰaim
Mounds	마운즈	maund͡ɕɯ
Cutler	커틀러	kʰʌtʰɯllʌ
Eddyville	에디빌	edibil
Benton	벤턴	pentʰʌn
Sesser	세서	sesʌ
Zeigler	자이글러	t͡ɕaigɯllʌ
Brimfield	브림필드	pɯlimpʰildɯ
Bartonville	바턴빌	patʰʌnbil
Glasford	글래스퍼드	kɯllɛsɯpʰʌdɯ
Mapleton	메이플턴	meipʰɯltʰʌn
Princeville	프린스빌	pʰɯlins͈ɯbil
Rome	롬	lom
Bellevue	벨뷰	pelbju
Chillicothe	칠리코시	t͡ɕʰillikʰosi
Dunlap	던랩	tʌllɛp
Elizabethtown	엘리자베스타운	ellid͡ɕabesɯtʰaun
Basco	바스코	pasɯkʰo
Bentley	벤틀리	pentʰɯlli
Carthage	카시지	kʰasid͡ɕi
Elvaston	엘바스턴	elbasɯtʰʌn
Ferris	페리스	pʰelisɯ
Warsaw	워소	wʌso
Lomax	로맥스	lomɛks͈ɯ
Media	미디어	midiʌ
Stronghurst	스트롱허스트	sɯtʰɯloŋhʌsɯtʰɯ
Raritan	래리턴	lɛlitʰʌn
Andover	앤도버	ɛndobʌ
Annawan	애나완	ɛnawan
Atkinson	앳킨슨	ɛtkʰins͈ɯn
Colona	콜로나	kʰollona
Galva	갈바	kalba
Hooppole	후프폴	hupʰɯpʰol
Woodhull	우드훌	udɯhul
Geneseo	제너시오	t͡ɕenʌsio
Carmi	카미	kʰami
Prophetstown	프로피츠타운	pʰɯlopʰit͡ɕʰɯtʰaun
Tampico	탬피코	tʰɛmpʰikʰo
Boone	분	pun
Bureau	뷰로	pjulo
Edgar	에드거	edɯgʌ
Effingham	에핑엄	epʰiŋʌm
Gallatin	갤러틴	kɛllʌtʰin
Grundy	그런디	kɯlʌndi
Kane	케인	kʰein
Marion	매리언	mɛliʌn
Mercer	머서	mʌsʌ
Pike	파이크	pʰaikʰɯ
Union	유니언	juniʌn
Vermilion	버밀리언	pʌmilliʌn
Whiteside	화이트사이드	hwaitʰɯsaidɯ
Woodford	우드퍼드	udɯpʰʌdɯ
Iroquois	이로쿼이	ilokʰwʌi
Cass	캐스	kʰɛsɯ
Moultrie	몰트리	moltʰɯli
Pulaski	펄래스키	pʰʌllɛsɯkʰi
Wabash	워배시	wʌbɛsi
Winnebago	위너베이고	winʌbeigo
Emerson	에머슨	emʌsɯn
Braselton	브래셀턴	pɯlɛseltʰʌn
Lula	룰라	lulla
Alto	앨토	ɛltʰo
Enigma	이니그마	inigɯma
Alapaha	앨러파하	ɛllʌpʰaha
Hortense	호텐스	hotʰens͈ɯ
Trudie	트루디	tʰɯludi
Quitman	퀴트먼	kʰwitʰɯmʌn
Cochran	코크런	kʰokʰɯlʌn
Franklinton	프랭클링턴	pʰɯlɛŋkʰɯlliŋtʰʌn
Walden	월든	wʌldɯn
Surrency	서런시	sʌlʌns͈i
Baxley	백슬리	pɛks͈ɯlli
Willacoochee	윌라쿠치	willakʰut͡ɕʰi
Appling	애플링	ɛpʰɯlliŋ
Bartow	바토	patʰo
Berrien	베리언	peliʌn
Bibb	비브	pibɯ
Bleckley	블레클리	pɯllekʰɯlli
Brantley	브랜틀리	pɯlɛntʰɯlli
Shiloh	샤일로	sjaillo
Smithton	스미스턴	sɯmisɯtʰʌn
Summerfield	서머필드	sʌmʌpʰildɯ
Cahokia	커호키아	kʰʌhokʰia
Caseyville	케이시빌	kʰeisibil
Sigel	시걸	sigʌl
Shelbyville	셸비빌	sjelbibil
Stewardson	스튜어드슨	sɯtʰjuʌdɯsɯn
Oconee	오코니	okʰoni
Naples	네이플스	neipʰɯls͈ɯ
Bluffs	블러프스	pɯllʌpʰɯsɯ
Speer	스피어	sɯpʰiʌ
Cedarville	시더빌	sidʌbil
Orangeville	오렌지빌	olend͡ɕibil
Tamms	탬스	tʰɛms͈ɯ
Chrisman	크리스먼	kʰɯlisɯmʌn
Albion	앨비언	ɛlbiʌn
Grayville	그레이빌	kɯleibil
Goodfield	굿필드	kutpʰildɯ
Lowpoint	로포인트	lopʰointʰɯ
Eureka	유리카	julikʰa
Metamora	메터모라	metʰʌmola
Kirkwood	커크우드	kʰʌkʰɯudɯ
Roseville	로즈빌	lod͡ɕɯbil
Monmouth	몬머스	monmʌsɯ
Addieville	애디빌	ɛdibil
Irvington	어빙턴	ʌbiŋtʰʌn
Oakdale	오크데일	okʰɯdeil
Richview	리치뷰	lit͡ɕʰibju
Radom	라돔	ladom
Jeffersonville	제퍼슨빌	t͡ɕepʰʌsɯnbil
Johnsonville	존슨빌	t͡ɕons͈ɯnbil
Sims	심스	sims͈ɯ
Pecatonica	페카토니카	pʰekʰatʰonikʰa
Durand	듀랜드	tjulɛndɯ
Rockton	록턴	loktʰʌn
Argyle	아가일	agail
Colp	콜프	kʰolpʰɯ
Crainville	크레인빌	kʰɯleinbil
Spillertown	스필러타운	sɯpʰillʌtʰaun
Hurst	허스트	hʌsɯtʰɯ
Whiteash	화이트애시	hwaitʰɯɛsi
Carterville	카터빌	kʰatʰʌbil
Energy	에너지	enʌd͡ɕi
Pittsburg	피츠버그	pʰit͡ɕʰɯbʌgɯ
Herrin	헤린	helin
Braidwood	브레이드우드	pɯleidɯudɯ
Beecher	비처	pit͡ɕʰʌ
Peotone	피어톤	pʰiʌtʰon
Romeoville	로미오빌	lomiobil
Shorewood	쇼어우드	sjoʌudɯ
Elwood	엘우드	eludɯ
Mokena	모키나	mokʰina
Earlville	얼빌	ʌlbil
Kangley	캥글리	kʰɛŋgɯlli
Leonore	리어노어	liʌnoʌ
Lostant	로스턴트	losɯtʰʌntʰɯ
Naplate	내플레이트	nɛpʰɯlleitʰɯ
Peru	퍼루	pʰʌlu
Streator	스트리터	sɯtʰɯlitʰʌ
Tonica	토니카	tʰonikʰa
Triumph	트라이엄프	tʰɯlaiʌmpʰɯ
Joppa	조파	t͡ɕopʰa
Brookport	브룩포트	pɯlukpʰotʰɯ
Carlinville	칼린빌	kʰallinbil
Nilwood	닐우드	niludɯ
Benld	버넬드	pʌneldɯ
Staunton	스탠턴	sɯtʰɛntʰʌn
Carlock	칼록	kʰallok
Anchor	앵커	ɛŋkʰʌ
Arrowsmith	애로스미스	ɛlosɯmisɯ
Bellflower	벨플라워	pelpʰɯllawʌ
Cooksville	쿡스빌	kʰuks͈ɯbil
Downs	다운스	tauns͈ɯ
Heyworth	헤이워스	heiwʌsɯ
Normal	노멀	nomʌl
Stanford	스탠퍼드	sɯtʰɛnpʰʌdɯ
Colfax	콜팩스	kʰolpʰɛks͈ɯ
Gridley	그리들리	kɯlidɯlli
Saybrook	세이브룩	seibɯluk
Towanda	토완다	tʰowanda
Greenview	그린뷰	kɯlinbju
Oakford	오크퍼드	okʰɯpʰʌdɯ
Illiopolis	일리오폴리스	illiopʰollisɯ
Divernon	다이버넌	taibʌnʌn
Curran	커런	kʰʌlʌn
Spaulding	스폴딩	sɯpʰoldiŋ
Grandview	그랜드뷰	kɯlɛndɯbju
Berlin	벌린	pʌllin
Ledford	레드퍼드	ledɯpʰʌdɯ
Muddy	머디	mʌdi
Stonefort	스톤퍼트	sɯtʰonpʰʌtʰɯ
Rushville	러시빌	lʌsibil
Momence	모멘스	momens͈ɯ
Statesboro	스테이츠버러	sɯtʰeit͡ɕʰɯbʌlʌ
Camargo	카마고	kʰamago
Oglesby	오글즈비	ogɯld͡ɕɯbi
Tilden	틸든	tʰildɯn
Beason	비슨	pisɯn
Hartsburg	하츠버그	hat͡ɕʰɯbʌgɯ
Fairbury	페어버리	pʰeʌbʌli
Noble	노블	nobɯl
Lacon	레이컨	leikʰʌn
Girard	지라드	t͡ɕiladɯ
Sandoval	샌도벌	sɛndobʌl
Patoka	퍼토카	pʰʌtʰokʰa
Metropolis	메트로폴리스	metʰɯlopʰollisɯ
McLean	매클레인	mɛkʰɯllein
Macomb	머콤	mʌkʰom
Blandinsville	블랜딘즈빌	pɯllɛnt͈ind͡ɕɯbil
Johnsburg	존즈버그	t͡ɕond͡ɕɯbʌgɯ
Matherville	매더빌	mɛdʌbil
Millersburg	밀러즈버그	millʌd͡ɕɯbʌgɯ
Aledo	얼리도	ʌllido
Petersville	피터즈빌	pʰitʰʌd͡ɕɯbil
Natrona	너트로나	nʌtʰɯlona
Matanzas	머탠저스	mʌtʰɛnd͡ɕʌsɯ
Bath	배스	pɛsɯ
Bearsdale	베어즈데일	peʌd͡ɕɯdeil
