a	에이	ei
Tulsa	툴사	tʰuls͈a
Tumtum	텀텀	tʰʌmtʰʌm
Tumwater	텀워터	tʰʌmwʌtʰʌ
Tunas	튜너스	tʰjunʌsɯ
Tunbridge	턴브리지	tʰʌnbɯlid͡ɕi
tungsten	텅스텐	tʰʌŋs͈ɯtʰen
Tunica	튜니카	tʰjunikʰa
Tunis	튀니즈	tʰwinid͡ɕɯ
Tunisia	튜니지아	tʰjunid͡ɕia
tunnel	터널	tʰʌnʌl
Tupelo	투펠로	tʰupʰello
Turin	튜린	tʰjulin
Turkey	터키	tʰʌkʰi
Turkeytown	터키타운	tʰʌkʰitʰaun
Turkmenistan	투르크메니스탄	tʰulɯkʰɯmenisɯtʰan
Turlock	털록	tʰʌllok
Turner	터너	tʰʌnʌ
Turners	터너스	tʰʌnʌsɯ
Turpin	터핀	tʰʌpʰin
Turrell	터렐	tʰʌlel
Turret	튜렛	tʰjulet
Turtle	터틀	tʰʌtʰɯl
Tuscaloosa	터스컬루사	tʰʌsɯkʰʌllusa
Tuscarora	투스카로라	tʰusɯkʰalola
Tuscola	터스콜라	tʰʌsɯkʰolla
Tusculum	터스컬럼	tʰʌsɯkʰʌllʌm
Tuscumbia	터스컴비아	tʰʌsɯkʰʌmbia
Tuskegee	터스키기	tʰʌsɯkʰigi
Tusten	튜스턴	tʰjusɯtʰʌn
Tustin	터스틴	tʰʌsɯtʰin
Tuthill	투트힐	tʰutʰɯhil
Tuttle	터틀	tʰʌtʰɯl
Tuxedo	턱시도	tʰʌks͈ido
tv	티비	tʰibi
TV	티브이	tʰibɯi
Twig	트윅	tʰɯwik
Twilight	트왈라이트	tʰɯwallaitʰɯ
Twinsburg	트윈스버그	tʰɯwins͈ɯbʌgɯ
Twisp	트위스프	tʰɯwisɯpʰɯ
twist	트위스트	tʰɯwisɯtʰɯ
twitter	트위터	tʰɯwitʰʌ
Twitty	트위티	tʰɯwitʰi
Twizel	트와이젤	tʰɯwaid͡ɕel
two	투	tʰu
Tyaskin	탸스킨	tʰjasɯkʰin
Tyler	테일러	tʰeillʌ
Tylersville	타일러스빌	tʰaillʌsɯbil
Tyndall	틴들	tʰindɯl
Tyner	타이너	tʰainʌ
Tyngsborough	팅스버러	tʰiŋs͈ɯbʌlʌ
type	타입	tʰaip
typhus	티푸스	tʰipʰusɯ
Tyre	타이어	tʰaiʌ
Tyro	타이로	tʰailo
Tyrone	타이론	tʰailon
u	유	ju
Ube	우베	ube
uber	우버	ubʌ
Uber	우버	ubʌ
Ubiquitous	유비쿼터스	jubikʰwʌtʰʌsɯ
Ucon	유콘	jukʰon
Udell	어델	ʌdel
ufo	유에프오	juepʰɯo
Uganda	우간다	uganda
Uintah	윈타	wintʰa
Ukiah	유키아	jukʰia
Ukraine	우크라이나	ukʰɯlaina
Ula	울라	ulla
Ulaanbaatar	울란바타르	ullanbatʰalɯ
Ulah	울라	ulla
Ulm	울름	ullɯm
Ulman	울먼	ulmʌn
Ulster	얼스터	ʌls͈ɯtʰʌ
Ultra	울트라	ultʰɯla
Ulysses	율리시스	jullisisɯ
Umatac	우마탁	umatʰak
Umatilla	우마틸라	umatʰilla
Umiat	우미아트	umiatʰɯ
Umpqua	엄프콰	ʌmpʰɯkʰwa
UN	유엔	juen
Una	우나	una
Unadilla	우나딜라	unadilla
Unalakleet	우날라클리트	unallakʰɯllitʰɯ
Unalaska	우날래스카	unallɛsɯkʰa
unbind	언바인드	ʌnbaint͈ɯ
Uncertain	언서턴	ʌns͈ʌtʰʌn
undead	언데드	ʌndedɯ
under	언더	ʌndʌ
Undercover	언더커버	ʌndʌkʰʌbʌ
Underhill	언더힐	ʌndʌhil
underlying	언더라잉	ʌndʌlaiŋ
Underwood	언더우드	ʌndʌudɯ
Uneeda	유니다	junida
UNESCO	유네스코	junesɯkʰo
Unger	웅거	uŋgʌ
unhappy	언해피	ʌnhɛpʰi
unicast	유니캐스트	junikʰɛsɯtʰɯ
UNICEF	유니세프	junisepʰɯ
unicode	유니코드	junikʰodɯ
Unicode	유니코드	junikʰodɯ
unicorn	유니콘	junikʰon
uniform	유니폼	junipʰom
uninstall	언인스톨	ʌnins͈ɯtʰol
union	유니언	juniʌn
Union	유니언	juniʌn
Uniondale	유니언데일	juniʌndeil
Uniontown	유니언타운	juniʌntʰaun
Unionville	유니언빌	juniʌnbil
unit	유닛	junit
unity	유니티	junitʰi
Unity	유니티	junitʰi
UNIVAC	유니박	junibak
Universal	유니버설	junibʌsʌl
universe	유니버스	junibʌsɯ
University	유니버시티	junibʌsitʰi
Unix	유닉스	juniks͈ɯ
unknown	언노운	ʌnnoun
Uno	우노	uno
up	업	ʌp
update	업데이트	ʌpt͈eitʰɯ
upgrade	업그레이드	ʌpk͈ɯleidɯ
Upham	업햄	ʌpʰɛm
Upkorea	업코리아	ʌpkʰolia
Upland	업랜드	ʌmnɛndɯ
upload	업로드	ʌmnodɯ
Upsala	업살라	ʌps͈alla
Upson	업슨	ʌps͈ɯn
Upton	업턴	ʌptʰʌn
Uralsk	우랄스크	ulals͈ɯkʰɯ
uranium	우라늄	ulanjum
Urbana	어배너	ʌbɛnʌ
Urbandale	어번데일	ʌbʌndeil
Urbank	어뱅크	ʌbɛŋkʰɯ
Urbanna	우바나	ubana
Uriah	유라이어	julaiʌ
Urich	유리치	julit͡ɕʰi
Uruguay	우루과이	ulugwai
Ury	유라이	julai
Used	유즈드	jud͡ɕɯdɯ
Usenet	유즈넷	jud͡ɕɯnet
user	유저	jud͡ɕʌ
useware	유즈웨어	jud͡ɕɯweʌ
Usher	어셔	ʌsjʌ
using	유징	jud͡ɕiŋ
Usk	우스크	usɯkʰɯ
Utah	유타	jutʰa
Ute	유트	jutʰɯ
Utica	유티카	jutʰikʰa
util	유틸	jutʰil
Utopia	유토피아	jutʰopʰia
Utopian	유토피안	jutʰopʰian
Uxbridge	어즈브리지	ʌd͡ɕɯbɯlid͡ɕi
Uzbekistan	우즈베키스탄	ud͡ɕɯbekʰisɯtʰan
v	브이	pɯi
Vaasa	바사	pasa
vacance	바캉스	pakʰaŋs͈ɯ
Vacaville	배커빌	pɛkʰʌbil
vaccine	백신	pɛks͈in
Vader	베이더	peidʌ
Vadis	배디스	pɛdisɯ
Vail	배일	pɛil
Valdese	발데즈	palded͡ɕɯ
Valdez	밸디즈	pɛldid͡ɕɯ
Valdosta	발도스타	paldosɯtʰa
Valencia	발렌시아	pallens͈ia
Valentine	밸런타인	pɛllʌntʰain
Valeria	발레리아	pallelia
Valier	발리어	palliʌ
Valle	발리	palli
Vallejo	발레이오	palleio
Valley	밸리	pɛlli
Valliant	밸리언트	pɛlliʌntʰɯ
Vallscreek	볼스크리크	pols͈ɯkʰɯlikʰɯ
Valmy	발미	palmi
Valona	밸로나	pɛllona
Valparaiso	발파레이소	palpʰaleiso
Value	벨류	pellju
valve	벨브	pelbɯ
Valyermo	밸리어모	pɛlliʌmo
vampire	뱀파이어	pɛmpʰaiʌ
Van	밴	pɛn
vanadium	바나듐	panadjum
Vance	밴스	pɛns͈ɯ
Vancleve	밴클리브	pɛnkʰɯllibɯ
Vancourt	밴코트	pɛnkʰotʰɯ
Vancouver	밴쿠버	pɛnkʰubʌ
Vandalia	벤댈리아	pendɛllia
vandalism	반달리즘	pandallid͡ɕɯm
Vandemere	밴디미어	pɛndimiʌ
Vandenbroek	밴든브로크	pɛndɯnbɯlokʰɯ
Vanderpool	반더풀	pandʌpʰul
Vandervoort	밴더부트	pɛndʌbutʰɯ
Vangale	벤게일	penk͈eil
vanilla	바닐라	panilla
Varadero	바라데로	paladelo
Varanasi	바라나시	palanasi
Varick	바릭	palik
variety	버라이어티	pʌlaiʌtʰi
Varnamtown	바냄타운	panɛmtʰaun
Varnell	바넬	panel
Varney	바니	pani
Vaselin	와셀린	wasellin
vaseline	바셀린	pasellin
Vashti	배시티	pɛsitʰi
Vass	배스	pɛsɯ
Vassar	바사르	pasalɯ
vatican	바티칸	patʰikʰan
Vaucluse	보클뤼즈	pokʰɯllwid͡ɕɯ
Vaughan	보건	pogʌn
Vaughn	본	pon
Veblen	베블런	pebɯllʌn
veil	베일	peil
Velma	벨마	pelma
Velva	벨바	pelba
Venada	베나다	penada
Venator	베나토르	penatʰolɯ
Vendor	벤더	pendʌ
veneer	베니어	peniʌ
Veneta	베네타	penetʰa
Venezuela	베네수엘라	penesuella
Venice	베니스	penisɯ
Ventucopa	벤투코파	pentʰukʰopʰa
Ventura	벤투라	pentʰula
venture	벤처	pent͡ɕʰʌ
Venturia	벤추리아	pent͡ɕʰulia
Venus	비너스	pinʌsɯ
Vera	베라	pela
veranda	베란다	pelanda
Verbena	베르베나	pelɯbena
Verden	버든	pʌdɯn
Verdie	버디	pʌdi
Vergas	버가스	pʌgasɯ
Vergennes	버겐스	pʌgens͈ɯ
Veribest	베리베스트	pelibesɯtʰɯ
Vermilion	버밀리언	pʌmilliʌn
Vermillion	버밀리언	pʌmilliʌn
Vermont	버몬트	pʌmontʰɯ
Verna	베르나	pelɯna
Vernal	버널	pʌnʌl
Vernalis	버넬리스	pʌnellisɯ
Vernon	버넌	pʌnʌn
Vernonia	베르노니아	pelɯnonia
Verona	베로나	pelona
Versailles	버세일즈	pʌseild͡ɕɯ
Vershire	버셔	pʌsjʌ
version	버전	pʌd͡ɕʌn
Vest	베스트	pesɯtʰɯ
Vestal	베스털	pesɯtʰʌl
veteran	베테랑	petʰelaŋ
Veyo	베요	pejo
Vian	비언	piʌn
Viburnum	바이버넘	paibʌnʌm
Vicco	빅코	pikkʰo
Vici	비치	pit͡ɕʰi
Vick	비크	pikʰɯ
Vickery	비커리	pikʰʌli
Vicksburg	빅스버그	piks͈ɯbʌgɯ
Victor	빅터	piktʰʌ
Victoria	빅토리아	piktʰolia
Victorville	빅터빌	piktʰʌbil
victory	빅토리	piktʰoli
Victory	빅토리	piktʰoli
Vida	비다	pida
Vidalia	비데일리아	pideillia
video	비디오	pidio
Vidette	비데트	pidetʰɯ
Vidor	비더	pidʌ
Vienna	비엔나	pienna
Vientiane	비엔티엔	pientʰien
Vietnam	베트남	petʰɯnam
View	뷰	pju
viewer	뷰어	pjuʌ
Viking	바이킹	paikʰiŋ
Vilas	빌라스	pillasɯ
villa	빌라	pilla
village	빌리지	pillid͡ɕi
Village	빌리지	pillid͡ɕi
Villahermosa	비야에르모사	pijaelɯmosa
Villanova	빌라노바	pillanoba
Villanueva	빌라누에바	pillanueba
Villard	빌라드	pilladɯ
Villisca	빌리스카	pillisɯkʰa
Vilnius	빌니우스	pilliusɯ
Vilonia	빌로니아	pillonia
Vina	비나	pina
Vinalhaven	바이널헤이븐	painʌlheibɯn
Vincennes	빈세네스	pins͈enesɯ
Vincent	빈센트	pins͈entʰɯ
Vineburg	바인버그	painbʌgɯ
Vineland	바인랜드	paillɛndɯ
Vineyard	바인야드	painjadɯ
Vining	비닝	piniŋ
Vinita	비니타	pinitʰa
Vinland	빈랜드	pillɛndɯ
Vinson	빈슨	pins͈ɯn
vintage	빈티지	pintʰid͡ɕi
Vinton	빈턴	pintʰʌn
vinyl	비닐	pinil
viola	비올라	piolla
Viola	바이올라	paiolla
Violet	바이올렛	paiollet
violin	바이올린	paiollin
violinist	바이올리니스트	paiollinisɯtʰɯ
Virden	버든	pʌdɯn
Virgie	버지	pʌd͡ɕi
Virgil	버질	pʌd͡ɕil
virgin	버진	pʌd͡ɕin
Virgin	버진	pʌd͡ɕin
Virginia	버지니아	pʌd͡ɕinia
Viroqua	비로콰	pilokʰwa
virus	바이러스	pailʌsɯ
visa	비자	pid͡ɕa
Visalia	비살리아	pisallia
Vishakhapatanam	비샤카파트남	pisjakʰapʰatʰɯnam
vision	비전	pid͡ɕʌn
Vista	비스타	pisɯtʰa
Vistula	비스툴라	pisɯtʰulla
visual	비주얼	pid͡ɕuʌl
vitamine	비타민	pitʰamin
Vitoria	비토리아	pitʰolia
Vivian	비비안	pibian
Vladivostok	블라디보스톡	pɯlladibosɯtʰok
Voca	보카	pokʰa
vocal	보컬	pokʰʌl
vodka	워드카	wʌdɯkʰa
vogue	보그	pogɯ
Volcano	볼케이노	polkʰeino
Volga	볼가	polga
Volin	볼린	pollin
Volney	볼니	polli
Voltaire	볼테어	poltʰeʌ
voltmeter	볼트미터	poltʰɯmitʰʌ
volume	볼륨	polljum
Volunteer	발룬티어	palluntʰiʌ
Volusia	볼루시아	pollusia
Vona	보나	pona
Votaw	보토	potʰo
Vredenburgh	브레덴버그	pɯledenbʌgɯ
Vulcan	벌칸	pʌlkʰan
w	더블유	tʌbɯlju
Wabash	워배시	wʌbɛsi
Wabasha	와바샤	wabasja
Wabeno	와비노	wabino
Wabun	워번	wʌbʌn
Wabush	와부시	wabusi
Wacissa	와시사	wasisa
Waco	와코	wakʰo
Waconia	와코니아	wakʰonia
Waddell	워델	wʌdel
Wade	웨이드	weidɯ
Wadsworth	워즈워스	wʌd͡ɕɯwʌsɯ
Waelder	웰더	weldʌ
waffle	와플	wapʰɯl
wag	왜그	wɛgɯ
wage	웨이지	weid͡ɕi
Wagner	와그너	wagɯnʌ
Wagoner	와고너	wagonʌ
Wagram	워그램	wʌgɯlɛm
Waha	와하	waha
Wahoo	와후	wahu
Wahpeton	와페턴	wapʰetʰʌn
Waihi	와이히	waihi
Waikato	와이카토	waikʰatʰo
Wailuku	와일루쿠	waillukʰu
Waimarama	와이마라마	waimalama
Waimate	와이마테	waimatʰe
Wainwright	웨인라이트	weillaitʰɯ
Wairarapa	와이라라파	wailalapʰa
Wairoa	와이로아	wailoa
waist	웨어스트	weʌsɯtʰɯ
Waitakere	와이타케레	waitʰakʰele
Waitangi	와이탕기	waitʰaŋgi
Waitara	와이타라	waitʰala
Waite	웨이트	weitʰɯ
waiter	웨이터	weitʰʌ
waitress	웨이트리스	weitʰɯlisɯ
Waiuku	와이우쿠	waiukʰu
WAJIMA	와지마	wad͡ɕima
Wakatomika	와카토미카	wakʰatʰomikʰa
WaKeeney	와키니	wakʰini
Wakefield	웨이크필드	weikʰɯpʰildɯ
Wakita	와키타	wakʰitʰa
Wakonda	와콘다	wakʰonda
Wakulla	와쿨라	wakʰulla
Walbo	왈보	walbo
Walburg	월버그	wʌlbʌgɯ
Walcott	월코트	wʌlkʰotʰɯ
Walden	월든	wʌldɯn
Waldo	왈도	waldo
Waldoboro	왈도버로	waldobʌlo
Waldorf	월도프	wʌldopʰɯ
Waldport	월드포트	wʌldɯpʰotʰɯ
Waldron	월드런	wʌldɯlʌn
Waldwick	월드윅	wʌldɯwik
Wales	웨일스	weils͈ɯ
Walhalla	월할라	wʌlhalla
Walker	워커	wʌkʰʌ
Walkersville	워커스빌	wʌkʰʌsɯbil
Walkerton	워커턴	wʌkʰʌtʰʌn
Walkerville	워커빌	wʌkʰʌbil
walking	워킹	wʌkʰiŋ
Wallace	월러스	wʌllʌsɯ
Walland	월랜드	wʌllɛndɯ
Wallback	월백	wʌlbɛk
Wallburg	월스버그	wʌls͈ɯbʌgɯ
wallet	월렛	wʌllet
Wallingford	월링포드	wʌlliŋpʰodɯ
Wallis	월리스	wʌllisɯ
Wallkill	월킬	wʌlkʰil
Wallonia	왈로니아	wallonia
Wallowa	왈로와	wallowa
Walnut	월넛	wʌllʌt
Walpole	월폴	wʌlpʰol
Walsh	월시	wʌls͈i
Walter	월터	wʌltʰʌ
Walters	월터스	wʌltʰʌsɯ
Waltham	월섬	wʌls͈ʌm
Walton	월턴	wʌltʰʌn
waltz	왈츠	walt͡ɕʰɯ
Walworth	월워스	wʌlwʌsɯ
Wamego	와미고	wamigo
Wamsutter	웜서터	wʌms͈ʌtʰʌ
Wana	와나	wana
Wanaka	와나카	wanakʰa
Wanatah	와나타	wanatʰa
Wanda	완다	wanda
wander	완더	want͈ʌ
Wanganui	왕거누이	waŋgʌnui
Wanlock	완록	wallok
Wann	완	wan
want	원트	wʌntʰɯ
wanted	원티드	wʌntʰidɯ
Wapakoneta	와파코네타	wapʰakʰonetʰa
Wapiti	와피티	wapʰitʰi
Wappapello	왑파펠로	wappʰapʰello
war	워	wʌ
War	워	wʌ
Warba	와바	waba
warcraft	워크래프트	wʌkʰɯlɛpʰɯtʰɯ
Warcraft	워크래프트	wʌkʰɯlɛpʰɯtʰɯ
Ward	워드	wʌdɯ
Warden	워든	wʌdɯn
Ware	웨어	weʌ
Wareham	웨어햄	weʌhɛm
warez	와레즈	waled͡ɕɯ
Warfield	워필드	wʌpʰildɯ
Waring	워링	wʌliŋ
Warkworth	워크워스	wʌkʰɯwʌsɯ
Warman	워먼	wʌmʌn
Warne	원	wʌn
Warner	워너	wʌnʌ
Warnock	워노크	wʌnokʰɯ
Warren	워런	wʌlʌn
Warrensburg	워렌스버그	wʌlens͈ɯbʌgɯ
Warrenville	워런빌	wʌlʌnbil
Warrior	워리어	wʌliʌ
Warroad	워로드	wʌlodɯ
Warsaw	바르샤바	palɯsjaba
Wartburg	와트버그	watʰɯbʌgɯ
Warthen	워덴	wʌden
Warwick	워릭	wʌlik
Warwood	워우드	wʌudɯ
Wasco	와스코	wasɯkʰo
Waseca	와세카	wasekʰa
wash	워시	wʌsi
Washburn	워시번	wʌsibʌn
Washington	워싱턴	wʌsiŋtʰʌn
Washougal	워쇼걸	wʌsjogʌl
washstand	워시스탠드	wʌsisɯtʰɛndɯ
Washta	와시타	wasitʰa
Washtucna	워시터크나	wʌsitʰʌkʰɯna
Wasilla	와실라	wasilla
Wasola	와솔라	wasolla
Wasson	와슨	wasɯn
Wasta	와스타	wasɯtʰa
watch	워치	wʌt͡ɕʰi
water	워터	wʌtʰʌ
waterbuck	워터벅	wʌtʰʌbʌk
Waterbury	워터베리	wʌtʰʌbeli
Waterfall	워터폴	wʌtʰʌpʰol
Waterford	워터포드	wʌtʰʌpʰodɯ
Waterlily	워터릴리	wʌtʰʌlilli
Waterloo	워털루	wʌtʰʌllu
watermark	워터마크	wʌtʰʌmakʰɯ
waterproof	워터프루프	wʌtʰʌpʰɯlupʰɯ
Waterproof	워터프루프	wʌtʰʌpʰɯlupʰɯ
Watertown	워터타운	wʌtʰʌtʰaun
Waterview	워터뷰	wʌtʰʌbju
Waterville	워터빌	wʌtʰʌbil
Watervliet	워터블리트	wʌtʰʌbɯllitʰɯ
Watha	와사	wasa
Watkins	왓킨스	watkʰins͈ɯ
Watkinsville	왓킨스빌	watkʰins͈ɯbil
Watseka	왓세카	wats͈ekʰa
Watson	왓슨	wats͈ɯn
Watsonville	왓슨빌	wats͈ɯnbil
Wattenburg	워튼버그	wʌtʰɯnbʌgɯ
Watts	와츠	wat͡ɕʰɯ
Wattsville	와츠빌	wat͡ɕʰɯbil
Wauchula	와우쿨라	waukʰulla
Wauconda	워콘다	wʌkʰonda
Waugh	와프	wapʰɯ
Waukau	워코	wʌkʰo
Waukee	워키	wʌkʰi
Waukegan	와키건	wakʰigʌn
Waukesha	워케샤	wʌkʰesja
Waukomis	와코미스	wakʰomisɯ
Waukon	와우콘	waukʰon
Waupaca	워파카	wʌpʰakʰa
Waupun	오펀	opʰʌn
Wausau	와우사	wausa
Wauseon	오선	osʌn
Wauwatosa	워와토사	wʌwatʰosa
wave	웨이브	weibɯ
Waveland	웨이브랜드	weibɯlɛndɯ
Waverly	웨이벌리	weibʌlli
Waves	웨이브즈	weibɯd͡ɕɯ
Wawayanda	워웨이얀다	wʌweijanda
Wawona	와워나	wawʌna
Waxahachie	왁사해치	waks͈ahɛt͡ɕʰi
Waxhaw	왁스호	waks͈ɯho
way	웨이	wei
Waycross	웨이크로스	weikʰɯlosɯ
Wayland	웨일랜드	weillɛndɯ
Wayne	웨인	wein
Waynesboro	웨인스버러	weins͈ɯbʌlʌ
Waynesburg	웨인즈버그	weind͡ɕɯbʌgɯ
Waynesville	웨인즈빌	weind͡ɕɯbil
Wayzata	웨이자타	weid͡ɕatʰa
wear	웨어	weʌ
Weare	위어	wiʌ
Weatherby	웨더비	wedʌbi
Weatherford	웨더포드	wedʌpʰodɯ
Weathers	웨더스	wedʌsɯ
Weave	위브	wibɯ
Weaver	위버	wibʌ
Weaverville	위버빌	wibʌbil
web	웹	wep
Webaholic	웹홀릭	wepʰollik
Webb	웹	wep
WebBench	웹벤치	wepp͈ent͡ɕʰi
Webber	웨버	webʌ
Webbtown	웹타운	weptʰaun
Weber	위버	wibʌ
webhard	웹하드	wepʰadɯ
WebPad	웹패드	weppʰɛdɯ
website	웹사이트	weps͈aitʰɯ
Webster	웹스터	weps͈ɯtʰʌ
Webster's	웹스터즈	weps͈ɯtʰʌd͡ɕɯ
wedding	웨딩	wediŋ
Weddington	웨딩턴	wediŋtʰʌn
Wedowee	웨도위	wedowi
Weed	위드	widɯ
Weeksboro	윅스버러	wiks͈ɯbʌlʌ
Weems	윔즈	wimd͡ɕɯ
Wego	위고	wigo
weight	웨어트	weʌtʰɯ
Weimar	웨이마	weima
Weiner	와이너	wainʌ
Weingarten	와인갈튼	waingaltʰɯn
Weippe	웨이프	weipʰɯ
Weirton	와이어턴	waiʌtʰʌn
Weiser	와이저	waid͡ɕʌ
Welaka	웰라카	wellakʰa
Welch	웰치	welt͡ɕʰi
welcome	웰컴	welkʰʌm
Welcome	웰컴	welkʰʌm
Weld	웰드	weldɯ
Weldon	웰던	weldʌn
Welfare	웰페어	welpʰeʌ
Welge	웰지	weld͡ɕi
Wellborn	웰본	welbon
Wellesley	웰즐리	weld͡ɕɯlli
Wellfleet	웰플릿	welpʰɯllit
Wellington	웰링턴	welliŋtʰʌn
Wellman	웰먼	welmʌn
Wellpinit	웰피니트	welpʰinitʰɯ
Wells	웰스	wels͈ɯ
Wellsford	웰스퍼드	wels͈ɯpʰʌdɯ
Wellston	웰스턴	wels͈ɯtʰʌn
Wellsville	웰스빌	wels͈ɯbil
Wellton	웰턴	weltʰʌn
Welsh	웰시	wels͈i
welter	웰터	weltʰʌ
Welton	웰턴	weltʰʌn
Wenatchee	위냇치	winɛtt͡ɕʰi
Wendel	웬델	wendel
Wendell	웬델	wendel
Wendover	웬도버	wendobʌ
Wenham	웬햄	wenhɛm
Wenona	위노나	winona
Wentworth	웬트워스	wentʰɯwʌsɯ
Wentzville	웬츠빌	went͡ɕʰɯbil
Weott	위오트	wiotʰɯ
Werth	워스	wʌsɯ
Wesco	웨스코	wesɯkʰo
Wesley	웨슬리	wesɯlli
Wessington	웨싱턴	wesiŋtʰʌn
Wesson	웨슨	wesɯn
west	웨스트	wesɯtʰɯ
West	웨스트	wesɯtʰɯ
Westboro	웨스트버러	wesɯtʰɯbʌlʌ
Westborough	웨스트버러	wesɯtʰɯbʌlʌ
Westbrook	웨스트브룩	wesɯtʰɯbɯluk
Westcliffe	웨스트클리프	wesɯtʰɯkʰɯllipʰɯ
Western	웨스턴	wesɯtʰʌn
Westernport	웨스턴포트	wesɯtʰʌnpʰotʰɯ
Westervelt	웨스터벨트	wesɯtʰʌbeltʰɯ
Westerville	웨스터빌	wesɯtʰʌbil
Westfield	웨스트필드	wesɯtʰɯpʰildɯ
Westford	웨스트포드	wesɯtʰɯpʰodɯ
Westgate	웨스트게이트	wesɯtʰɯgeitʰɯ
Westhampton	웨스트햄프턴	wesɯtʰɯhɛmpʰɯtʰʌn
Westhoff	웨스트호프	wesɯtʰɯhopʰɯ
Westlake	웨스트레이크	wesɯtʰɯleikʰɯ
Westland	웨스트랜드	wesɯtʰɯlɛndɯ
Westminster	웨스트민스터	wesɯtʰɯmins͈ɯtʰʌ
Westmoreland	웨스트모어랜드	wesɯtʰɯmoʌlɛndɯ
Westmorland	웨스트모어랜드	wesɯtʰɯmoʌlɛndɯ
Weston	웨스턴	wesɯtʰʌn
Westover	웨스트오버	wesɯtʰɯobʌ
Westphalia	웨스트팔리아	wesɯtʰɯpʰallia
Westport	웨스트포트	wesɯtʰɯpʰotʰɯ
Westside	웨스트사이드	wesɯtʰɯsaidɯ
Westsound	웨스트사운드	wesɯtʰɯsaundɯ
Westville	웨스트빌	wesɯtʰɯbil
Westwego	웨스트웨고	wesɯtʰɯwego
Westwood	웨스트우드	wesɯtʰɯudɯ
Wethersfield	웨더스필드	wedʌsɯpʰildɯ
Wetumka	위툼카	witʰumkʰa
Wetumpka	웨툼카	wetʰumkʰa
Wever	위버	wibʌ
Wewahitchka	웨와히치카	wewahit͡ɕʰikʰa
Wewoka	위워카	wiwʌkʰa
Weybridge	웨이브리지	weibɯlid͡ɕi
Weyburn	웨이번	weibʌn
Weymouth	웨이머스	weimʌsɯ
Whakatane	화카타네	hwakʰatʰane
Whalan	활란	hwallan
Whangarei	황거레이	hwaŋgʌlei
Wharncliffe	원클리프	wʌnkʰɯllipʰɯ
Wharton	와튼	watʰɯn
what	왓	wat
Whately	웨이틀리	weitʰɯlli
Wheat	휘트	hwitʰɯ
Wheatfield	휘트필드	hwitʰɯpʰildɯ
Wheatland	위틀랜드	witʰɯllɛndɯ
Wheatley	휘틀리	hwitʰɯlli
Wheatly	휘틀리	hwitʰɯlli
Wheaton	휘턴	hwitʰʌn
wheelchair	휠체어	hwilt͡ɕʰeʌ
Wheeler	휠러	hwillʌ
Wheeling	휠링	hwilliŋ
Wheelock	휘록	hwilok
Wheelwright	휠라이트	hwillaitʰɯ
Whetstone	웨트스톤	wetʰɯsɯtʰon
Whippany	윕패니	wippʰɛni
Whipple	휘플	hwipʰɯl
whisky	위스키	wisɯkʰi
whistle	휘슬	hwisɯl
Whistler	휘슬러	hwisɯllʌ
Whitacre	휘태커	hwitʰɛkʰʌ
Whitakers	휘태커스	hwitʰɛkʰʌsɯ
Whitby	휘트비	hwitʰɯbi
White	화이트	hwaitʰɯ
Whiteface	화이트페이스	hwaitʰɯpʰeisɯ
Whitefield	화이트필드	hwaitʰɯpʰildɯ
Whitefish	화이트피쉬	hwaitʰɯpʰiswi
Whitehall	화이트홀	hwaitʰɯhol
Whitehaven	화이트헤이븐	hwaitʰɯheibɯn
Whitehorse	화이트호스	hwaitʰɯhosɯ
Whitehouse	화이트하우스	hwaitʰɯhausɯ
Whiteland	화이트랜드	hwaitʰɯlɛndɯ
Whiteon	화이트온	hwaitʰɯon
Whiteside	화이트사이드	hwaitʰɯsaidɯ
Whiteson	화이트선	hwaitʰɯsʌn
Whitestone	화이트스톤	hwaitʰɯsɯtʰon
Whitestown	화이츠타운	hwait͡ɕʰɯtʰaun
Whitethorn	화이트손	hwaitʰɯson
Whiteville	화이트빌	hwaitʰɯbil
Whitewater	화이트워터	hwaitʰɯwʌtʰʌ
Whitewood	화이트우드	hwaitʰɯudɯ
Whitewright	화이트라이트	hwaitʰɯlaitʰɯ
Whitfield	화이트필드	hwaitʰɯpʰildɯ
Whiting	화이팅	hwaitʰiŋ
Whitman	휘트먼	hwitʰɯmʌn
Whitmore	휘트모어	hwitʰɯmoʌ
Whitney	휘트니	hwitʰɯni
Whitsett	휘트세트	hwitʰɯsetʰɯ
Whitt	휘트	hwitʰɯ
Whittemore	휘트모어	hwitʰɯmoʌ
Whitten	휘튼	hwitʰɯn
Whittier	휘티어	hwitʰiʌ
who	후	hu
why	와이	wai
Why	와이	wai
Whyalla	화이앨라	hwaiɛlla
Whynot	와이낫	wainat
Wibaux	위보	wibo
Wichita	위치토	wit͡ɕʰitʰo
Wick	윅	wik
Wickatunk	위카텅크	wikʰatʰʌŋkʰɯ
Wickenburg	위켄버그	wikʰenbʌgɯ
Wickes	위키스	wikʰisɯ
Wickliffe	위클리프	wikʰɯllipʰɯ
wide	와이드	waidɯ
Widen	와이든	waidɯn
Widener	와이드너	waidɯnʌ
Wien	빈	pin
Wiggins	위긴스	wigins͈ɯ
Wikieup	위키업	wikʰiʌp
Wikileaks	위키리크스	wikʰilikʰɯsɯ
wikipedia	위키피디아	wikʰipʰidia
WikiWiki	위키위키	wikʰiwikʰi
Wilber	윌버	wilbʌ
